ID;Severidad_accidente;Numero_vehiculos;Numero_victimas;Dia_semana;Tipo_via;Limite_velocidad;Iluminacion;Clima;Condicion_via;Condiciones especiales;Tipo_area
200530B000534;Serio;3;2;4;Calzada;60;Luz_dia;Bueno;Humeda;Si;Rural
200501SX20779;Serio;3;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2013160C02821;Serio;1;1;3;Rotonda;60;Luz_dia;Lluvioso;Humeda;No;Rural
201014A083510;Serio;2;1;2;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
201120W036171;Serio;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200701QK63400;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201245WO74632;Serio;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200542A070112;Serio;2;1;5;Calzada;60;Oscuridad sin iluminacion;Bueno;Humeda;No;Rural
200820E088101;Serio;2;1;2;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
200854EY49208;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200601LX50633;Serio;3;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201201CP00123;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
20084100C0283;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200597AB02112;Serio;1;1;2;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
200550E31H060;Serio;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2010160C05121;Serio;1;1;7;Calzada;60;Luz_dia;Bueno;Hielo;No;Rural
201105AA05464;Serio;1;1;6;Calzada;40;Luz_dia;Bueno;Seca;No;Urbano
201404EA14233;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201160M045588;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200701XH30651;Serio;3;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200563CP04805;Serio;2;3;7;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Rural
201306A077030;Serio;2;4;6;Calzada;20;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200506A025373;Serio;1;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201401MM70725;Serio;1;1;3;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200901TA00032;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200701WW50360;Serio;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200630A000639;Serio;1;1;6;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
2005160B05280;Serio;2;2;4;Calzada;60;Luz_dia;Bueno;Humeda;Si;Urbano
201437EA86639;Serio;1;2;4;Calzada;30;Oscuridad sin iluminacion;Bueno;Humeda;No;Rural
201306F075775;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20102100X0015;Serio;1;1;6;Calzada;30;Luz_dia;Bueno;Hielo;No;Urbano
201322D302473;Serio;3;3;4;;70;Luz_dia;Bueno;Seca;No;Rural
200942I294509;Serio;1;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
20083104D3070;Serio;2;1;3;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
200597EC03005;Serio;1;1;3;Calzada;30;Luz_dia;Niebla;Seca;No;Urbano
200530C000484;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201230D001160;Serio;1;1;3;Rotonda;40;Luz_dia;Bueno;Seca;No;Urbano
201301CW10600;Serio;1;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201443S105034;Serio;1;1;5;Calzada;60;Luz_dia;;Humeda;No;Rural
200932D306009;Serio;3;3;4;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
2007160C06770;Serio;1;2;5;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200705CC17552;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200501TX20684;Serio;5;4;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201201PY20155;Serio;1;2;7;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200622CA55919;Serio;1;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
200601ZD30967;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201401EK40292;Serio;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200843R056128;Serio;2;2;7;Rotonda;40;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201132C107911;Serio;2;5;7;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201201WW51062;Serio;2;1;7;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200805CC27544;Serio;1;1;7;Un solo sentido;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200942I159305;Serio;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2007160B03950;Serio;1;2;5;Carretera acceso;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
20141316D0406;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2006600DE2185;Serio;2;3;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200505ET00058;Serio;2;1;7;Calzada;30;Luz_dia;Ventoso;Seca;No;Urbano
20084100C1035;Serio;1;1;4;Calzada;30;Luz_dia;Nieve y ventoso;Seca;No;Urbano
201132L360711;Serio;2;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200540D016590;Serio;2;1;5;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201442I129204;Serio;2;2;1;Autovia;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200904AL09085;Serio;1;3;1;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201042I256208;Serio;3;2;2;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
201201TA00153;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200801LX50957;Serio;2;1;1;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200843W138058;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201001TC00015;Serio;1;1;4;Calzada;30;Luz_dia;Nieve;Con nieve;No;Urbano
20124100C0775;Serio;3;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200801FH72551;Serio;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200804CC08133;Serio;1;2;3;Calzada;60;Luz_dia;Nieve y ventoso;Hielo;No;Rural
200722DA85950;Serio;2;1;5;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
2013553C53126;Serio;1;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200614H086706;Serio;1;1;6;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201422G402266;Serio;1;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200604AX06094;Serio;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201320W021093;Serio;2;3;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201404AL14104;Serio;1;1;1;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
200697KC04506;Serio;2;2;1;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201150EC2E002;Serio;1;1;7;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
201322C301981;Serio;1;1;7;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
20144100F0753;Serio;1;1;2;Rotonda;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200901VW40324;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200601RG40521;Serio;2;2;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201411NI19674;Serio;2;2;4;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201201RG40144;Serio;2;1;7;Rotonda;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200543W304015;Serio;1;1;2;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
200704BA07030;Serio;2;1;5;Calzada;60;Oscuridad sin iluminacion;Bueno;Humeda;No;Rural
200901LX50779;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;Si;Urbano
200745MO03343;Serio;2;1;4;Autovia;60;Luz_dia;Bueno;Seca;No;Rural
201420G011524;Serio;3;1;7;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
2005160A02040;Serio;1;1;4;Autovia;60;Luz_dia;Lluvioso;Humeda;No;Urbano
200620D339002;Serio;1;1;5;Calzada;30;Luz_dia;Ventoso;Humeda;No;Urbano
201414C047314;Serio;2;1;5;Calzada;40;Luz_dia;Lluvioso;Humeda;No;Rural
201101TB01700;Serio;2;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201342I163606;Serio;3;3;7;Calzada;40;Luz_dia;Lluvioso;Humeda;No;Rural
200630C000045;Serio;1;2;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200501YE80472;Serio;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200932B246009;Serio;1;1;6;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
201197AB00904;Serio;1;2;3;Un solo sentido;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200534NW00967;Serio;4;3;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200901QK50377;Serio;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201442I079403;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201397AB02301;Serio;1;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200997LB71805;Serio;1;1;7;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
2010160C03501;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20103104D2116;Serio;2;1;2;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
201405DD03655;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20063102P1117;Serio;1;1;1;Autovia;70;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
200601FH10356;Serio;1;1;5;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201334WN09383;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200920D279101;Serio;3;3;6;Autovia;40;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
201201TA00882;Serio;2;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2010170S31760;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201204FJ12021;Serio;2;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200904EA09324;Serio;2;2;5;Calzada;30;Luz_dia;Ventoso;Humeda;No;Urbano
2011160C05901;Serio;2;1;5;Autovia;70;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
200904DL09051;Serio;1;1;5;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200720G059402;Serio;3;1;2;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201063BC11410;Serio;2;1;2;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
200806P097713;Serio;1;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201442I052202;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Rural
200601TB00018;Serio;2;2;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201105BB05333;Serio;2;1;7;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
201414A162914;Serio;2;1;4;Autovia;70;Luz_dia;Bueno;Seca;No;Urbano
200501PL60597;Serio;2;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201054EZ44310;Serio;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
2006160C04150;Serio;2;4;5;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200601SX20139;Serio;2;1;6;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200805DD28854;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201143N112101;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201360P099510;Serio;2;4;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200701PY20100;Serio;2;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200801CW10023;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2007557W05991;Serio;4;1;3;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200954EH08409;Serio;2;2;2;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200834NW59368;Serio;1;5;6;Calzada;40;Oscuridad con luces encendidas;Lluvioso;Hielo;No;Rural
2008558C01496;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20083102D2905;Serio;2;1;7;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200720L068701;Serio;1;1;6;Rotonda;40;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201250BU2J003;Serio;1;1;7;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
201201TB00366;Serio;2;1;6;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
201142I253708;Serio;2;2;6;Calzada;50;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200720M061201;Serio;2;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200506C923188;Serio;1;1;4;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
2008558D05480;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Rural
200706L075522;Serio;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20144100B0736;Serio;2;2;3;Calzada;60;Oscuridad sin iluminacion;Lluvioso;Humeda;No;Rural
200901MM70523;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200597UC70101;Serio;1;2;1;Calzada;60;Luz_dia;LLuvioso y ventoso;Con nieve;No;Rural
200942I243908;Serio;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201320T045283;Serio;1;1;4;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200563CP30505;Serio;3;4;4;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200501TA00254;Serio;1;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200922D905580;Serio;2;2;4;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200501TB00341;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201042I239207;Serio;1;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2006160C07570;Serio;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200997LA01605;Serio;2;1;5;Autovia;40;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200850A61A160;Serio;1;1;3;Calzada;60;Luz_dia;Ventoso;Humeda;No;Rural
200563DP19605;Serio;2;2;2;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
201250CB3C004;Serio;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200597ND70109;Serio;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200811NF15248;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201001LX50451;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200734NW05547;Serio;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200545EL72914;Serio;2;4;2;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200854ED41208;Serio;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200632B008206;Serio;4;1;6;Autovia;70;Luz_dia;Bueno;Seca;Si;Rural
201020T017490;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2007160B05420;Serio;2;2;3;Calzada;40;Oscuridad sin iluminacion;Bueno;Hielo;No;Rural
201104DF11061;Serio;2;2;7;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200606L054699;Serio;2;1;6;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
200501KF60242;Serio;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200601PY20087;Serio;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200505DH00440;Serio;2;1;6;Rotonda;30;Luz_dia;Bueno;Seca;No;Rural
2007160A02840;Serio;2;3;2;Calzada;60;Luz_dia;Ventoso;Humeda;No;Rural
201331D231813;Serio;2;3;1;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
200642G045106;Serio;1;4;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201304AL13075;Serio;1;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20064100G0593;Serio;1;2;4;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201111NI10991;Serio;2;2;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200542C011102;Serio;4;1;6;Calzada;40;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201301PY20246;Serio;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200806Q002693;Serio;1;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201297AD01111;Serio;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201222G203363;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201101CW12276;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200705EE16815;Serio;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2009559D01926;Serio;2;2;7;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201305AA03388;Serio;2;2;5;Rotonda;30;Luz_dia;Bueno;Seca;No;Rural
201143P291071;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200797NA03502;Serio;1;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201037B045753;Serio;1;1;3;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200701SX63055;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201301XD80114;Serio;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200720K069501;Serio;1;1;7;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201204FL12021;Serio;1;1;5;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200997UA70509;Serio;1;1;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
2005600AN6018;Serio;1;1;3;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
200504AM05044;Serio;1;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201104DA11114;Serio;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201204TA12067;Serio;1;1;7;Autovia;70;Luz_dia;Ventoso;Seca;No;Rural
201463AC01814;Serio;2;1;5;Rotonda;40;Luz_dia;Bueno;Seca;No;Rural
2006160B01420;Serio;1;1;1;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
200701TA00108;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200530D000822;Serio;2;1;4;Calzada;40;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Rural
201320M004673;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20064100A0395;Serio;1;1;6;Calzada;20;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200543W111025;Serio;2;1;4;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
201301EO40383;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200743S124047;Serio;3;2;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200605EE10672;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201201ZD30054;Serio;2;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201231D037112;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200734WS23727;Serio;1;1;7;Rotonda;70;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
201006L038875;Serio;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200530D000157;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Nieve y ventoso;Seca;No;Urbano
201305BB04420;Serio;2;1;3;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
201230C002034;Serio;1;1;2;Rotonda;40;Luz_dia;Bueno;Hielo;No;Rural
20144100D0467;Serio;2;1;5;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
20074100T2101;Serio;1;2;2;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
201211NI21262;Serio;2;1;1;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200906C007865;Serio;1;1;6;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
200934WD45129;Serio;2;2;3;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
200822DE88239;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201001RG40642;Serio;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200805EE29628;Serio;1;1;7;Autovia;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200901HT20721;Serio;2;2;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
20094100J2004;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201301PY20618;Serio;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200611AB13260;Serio;1;4;7;Calzada;60;Oscuridad sin iluminacion;Lluvioso;Humeda;No;Rural
201354A127213;Serio;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Rural
200720F244402;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200701PY64769;Serio;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200905DD30835;Serio;3;2;5;Autovia;60;Luz_dia;Lluvioso;Humeda;No;Urbano
200604CA06107;Serio;2;1;3;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200742I354509;Serio;2;4;3;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201150EK2B034;Serio;2;1;4;Calzada;30;Luz_dia;Ventoso;Humeda;No;Urbano
200822DE88529;Serio;1;2;7;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
2007600FL3064;Serio;2;1;5;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201014K094710;Serio;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201201TB00102;Serio;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200701RG67164;Serio;1;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2007557B04638;Serio;1;1;5;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
200904EL09072;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
20141314T0566;Serio;2;3;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
20053102C2250;Serio;2;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201342I243708;Serio;4;1;3;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
200806A007377;Serio;2;2;3;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200543W062075;Serio;1;2;2;Autovia;40;Luz_dia;Lluvioso;Humeda;No;Rural
2006170M31246;Serio;2;2;1;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200801HT74028;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200814A191608;Serio;2;1;6;Calzada;40;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2009170S12829;Serio;1;1;4;Autovia;50;Luz_dia;Ventoso;Humeda;No;Rural
200614A076506;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200605AA06163;Serio;1;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201201EO40752;Serio;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201497AD02812;Serio;1;1;6;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
201106M053233;Serio;1;2;5;Autovia;40;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201401PY20451;Serio;1;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200704DL07029;Serio;2;1;7;Autovia;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200654AY12306;Serio;1;2;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201401ZT80440;Serio;1;1;1;Calzada;30;0;Bueno;Hielo;No;Urbano
201001CW11582;Serio;1;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200804CA08030;Serio;1;1;1;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200506X041453;Serio;1;1;3;Autovia;70;Oscuridad con luces encendidas;Bueno;Humeda;No;Rural
200650D21C028;Serio;1;1;7;Calzada;30;Luz_dia;Bueno;Humeda;No;Rural
201014K139910;Serio;2;3;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201005EE05551;Serio;1;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200504A007105;Serio;1;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200522EG31815;Serio;2;6;7;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
201001TA00100;Serio;1;1;6;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
201097AD00104;Serio;1;1;7;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200901SX20878;Serio;2;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201050KC2R007;Serio;2;1;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201063CP09510;Serio;2;1;5;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
201197NA06804;Serio;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200604DL06061;Serio;1;1;4;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
20093102B1860;Serio;2;2;5;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
200834WN12798;Serio;3;2;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200545WA67331;Serio;1;1;1;Autovia;70;Oscuridad sin iluminacion;Lluvioso;Humeda;No;Rural
200604BB06076;Serio;2;2;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200605BB04736;Serio;2;1;6;Autovia;70;Luz_dia;Bueno;Humeda;No;Rural
