ID;Severidad_accidente;Numero_vehiculos;Numero_victimas;Dia_semana;Tipo_via;Limite_velocidad;Iluminacion;Clima;Condicion_via;Condiciones especiales;Tipo_area
2010550C28149;Leve;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;Si;Urbano
2013553D36402;Leve;4;2;7;Calzada;60;Luz_dia;Bueno;Seca;No;Urbano
200997AD04004;Leve;1;1;5;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201443P106034;Leve;2;2;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201222E204472;Leve;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200645RU96031;Leve;1;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200801EO40759;Leve;2;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201201YE80823;Leve;2;2;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201030D000668;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200901PL60402;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200537G016926;Leve;1;1;8;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201063DP03310;Leve;2;1;6;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200597GE70309;Leve;1;1;3;Carretera acceso;50;Luz_dia;Ventoso;Humeda;No;Urbano
201201EK40230;Leve;2;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200501RY10132;Leve;4;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200601EO40726;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200520J103601;Leve;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200914A089609;Leve;1;1;1;Autovia;40;Luz_dia;Bueno;Humeda;No;Urbano
200734WN42117;Leve;2;1;10;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200943P157029;Leve;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
20104100T2052;Leve;2;1;6;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
200963AC21609;Leve;2;2;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200501CW10131;Leve;1;1;6;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
200543P409035;Leve;1;3;6;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201314K206413;Leve;2;2;6;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201245SU72662;Leve;2;3;2;Rotonda;30;Luz_dia;Bueno;Seca;No;Rural
201304DF13116;Leve;2;2;7;Autovia;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
201097GE00103;Leve;2;2;2;Calzada;30;Oscuridad con luces encendidas;Nieve y ventoso;Humeda;No;Urbano
201401FH10434;Leve;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2005555E02356;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200604DA06122;Leve;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200897AC70811;Leve;4;1;7;Autovia;50;Oscuridad con luces encendidas;;Humeda;No;Urbano
200905EE01094;Leve;2;1;6;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200620E028903;Leve;2;1;7;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200691NE12899;Leve;2;1;1;Calzada;50;Luz_dia;Bueno;Seca;No;Rural
200545GU77535;Leve;2;1;3;;30;Luz_dia;Niebla;Seca;No;Urbano
201301EO40658;Leve;2;1;1;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200614A154406;Leve;2;1;6;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
200797AC02002;Leve;2;1;4;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
20064100J2593;Leve;3;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201297NC01804;Leve;1;1;2;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
200601CW10933;Leve;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2006160A03290;Leve;3;2;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20124100T2133;Leve;3;4;6;Autovia;70;0;Ventoso;Humeda;No;Rural
200801ZD31004;Leve;1;1;5;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200604AX06119;Leve;2;1;4;Rotonda;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
200806F001517;Leve;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201197UC03504;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201101TX20207;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201150JI2G004;Leve;2;1;1;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201434WD03174;Leve;2;1;2;Rotonda;40;Luz_dia;Bueno;Seca;No;Rural
200606L061536;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2007600WR7028;Leve;2;1;4;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200506M041999;Leve;2;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200906J021753;Leve;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201214K275012;Leve;2;1;5;Calzada;30;Luz_dia;Nieve y ventoso;Humeda;No;Urbano
201350JI2B003;Leve;1;2;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201320M004353;Leve;2;1;1;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200597QB04405;Leve;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200932B105909;Leve;1;1;4;Calzada;30;Luz_dia;Niebla;Seca;No;Urbano
200545RU67016;Leve;2;2;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201220K014962;Leve;3;1;2;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
201101RG40672;Leve;2;1;3;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200901WW50342;Leve;2;1;4;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200554CT43305;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200801QK50237;Leve;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200601KD50597;Leve;3;1;7;Rotonda;30;Luz_dia;Bueno;Seca;No;Rural
200950KE2D011;Leve;1;1;5;Un solo sentido;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200801KG72924;Leve;1;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200601PY20296;Leve;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201145RU58627;Leve;2;1;1;Rotonda;30;Luz_dia;Bueno;Humeda;No;Urbano
201045MO49711;Leve;2;1;5;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
201201HT20874;Leve;2;1;5;Autovia;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200906N013774;Leve;1;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201320J000483;Leve;2;2;7;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
200606C045222;Leve;3;5;8;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200801WW50431;Leve;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200522DD47919;Leve;3;2;3;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
201342I182903;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200601JI40805;Leve;2;1;3;Autovia;50;Luz_dia;Bueno;Seca;No;Urbano
201401RG40309;Leve;2;1;3;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200845GU25923;Leve;2;1;2;Rotonda;60;Luz_dia;Bueno;Seca;No;Rural
201301LX50938;Leve;2;2;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2006600DE2204;Leve;2;1;8;Autovia;70;Luz_dia;Lluvioso;Humeda;No;Rural
200650D43P263;Leve;3;2;3;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
200801QK50610;Leve;2;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201423S011413;Leve;2;1;10;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201001KD50247;Leve;2;2;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200520F124102;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201006A038483;Leve;2;1;4;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200501KD50355;Leve;2;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200820L069001;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201343R222103;Leve;2;1;8;Autovia;70;Luz_dia;Bueno;Humeda;No;Rural
201442I058002;Leve;2;1;6;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
201136T110171;Leve;2;2;3;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
201206K060152;Leve;4;3;2;Calzada;30;Luz_dia;Ventoso;Humeda;No;Urbano
200606J063114;Leve;2;1;5;Autovia;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200811NF07938;Leve;2;2;3;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
2007160C06370;Leve;2;2;3;Calzada;30;Oscuridad sin iluminacion;Bueno;Humeda;No;Rural
200663DP28406;Leve;2;2;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200501WW50713;Leve;3;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201414B028514;Leve;2;2;12;Calzada;30;Luz_dia;Niebla;Seca;No;Urbano
200637L013121;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201004EL10014;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Rural
200843P034088;Leve;2;1;3;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Rural
200545MO78071;Leve;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201197GB22705;Leve;2;1;3;Autovia;70;Luz_dia;Bueno;Seca;No;Urbano
201045MO55104;Leve;3;4;2;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
200606X055642;Leve;2;1;6;Autovia;70;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
2011551D56814;Leve;2;1;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201232N286712;Leve;2;1;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200901LX50097;Leve;2;2;6;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200643S052116;Leve;1;1;4;Calzada;60;Oscuridad sin iluminacion;Bueno;Humeda;No;Rural
201101QK50586;Leve;1;1;5;Autovia;30;Oscuridad con luces apagadas;Bueno;Seca;No;Urbano
20073102A0101;Leve;4;1;2;Autovia;40;Luz_dia;Bueno;Humeda;No;Urbano
200536T050124;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200601JC30515;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200801FH19043;Leve;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200745GU08139;Leve;2;1;2;Autovia;50;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200663CP26806;Leve;1;2;3;Calzada;30;Oscuridad con luces encendidas;Ventoso;Seca;No;Rural
201101SX20699;Leve;2;1;12;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200701TE00007;Leve;1;1;4;Un solo sentido;20;Luz_dia;Lluvioso;Humeda;No;Urbano
201450KT3A006;Leve;1;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201011NF31740;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Hielo;No;Rural
201020G009720;Leve;1;1;6;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
201331C004313;Leve;2;1;5;Calzada;30;Oscuridad con luces encendidas;;Hielo;No;Urbano
200604BB06087;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201401XH30340;Leve;3;5;7;Autovia;50;Luz_dia;Bueno;Seca;No;Urbano
201201WW50830;Leve;2;1;7;Rotonda;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200701PL60299;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201104AM11067;Leve;2;1;6;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Rural
200722EA86782;Leve;2;1;5;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Rural
2011160B02221;Leve;1;1;4;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200701GD10324;Leve;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201231C110712;Leve;2;3;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201420M009424;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200643P188016;Leve;2;1;7;Autovia;70;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200640B011540;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201301CW10887;Leve;2;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2007160A00830;Leve;2;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201342I063003;Leve;1;1;1;Autovia;70;Luz_dia;Bueno;Humeda;No;Rural
200806F090584;Leve;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201150FT2H027;Leve;2;1;3;Autovia;40;Luz_dia;Lluvioso;Humeda;No;Rural
200922C906208;Leve;2;2;5;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
201350GR2B015;Leve;2;2;7;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201060L224577;Leve;2;2;2;Autovia;70;Luz_dia;Bueno;Humeda;No;Rural
200542A068111;Leve;1;1;4;Un solo sentido;20;Luz_dia;Niebla;Humeda;No;Urbano
201101TA00558;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200814K074508;Leve;2;1;3;Calzada;30;Luz_dia;Niebla;Humeda;No;Urbano
200811SB31398;Leve;2;2;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Rural
201020W042050;Leve;1;1;2;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
200950JO2J011;Leve;1;1;1;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
200701BS70166;Leve;2;1;8;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201045TA56707;Leve;2;1;6;Rotonda;40;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201234WD16092;Leve;4;1;3;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
201011SJ09440;Leve;1;1;6;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201143S017011;Leve;2;2;6;Autovia;30;Luz_dia;Bueno;Humeda;No;Urbano
20083102C3265;Leve;2;1;3;Rotonda;30;Luz_dia;Lluvioso;Humeda;No;Urbano
201242I157706;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201343W209053;Leve;2;1;5;Calzada;30;Luz_dia;Bueno;Humeda;No;Rural
200901LX50164;Leve;2;1;6;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201405EE01540;Leve;1;1;7;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
200605AA11444;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200801BS70508;Leve;2;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
201423S031073;Leve;2;2;6;Autovia;70;Luz_dia;Lluvioso;Humeda;No;Rural
201301ZT80181;Leve;2;1;3;Calzada;40;Luz_dia;Bueno;Humeda;No;Urbano
200806B002392;Leve;2;1;3;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200930C000582;Leve;2;2;3;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200604EN06061;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
201030C000308;Leve;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200630D000718;Leve;1;1;3;Calzada;30;Luz_dia;Niebla;Seca;No;Urbano
200506N030859;Leve;2;2;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200620D070303;Leve;2;1;7;Autovia;40;Luz_dia;Lluvioso;Humeda;No;Urbano
200901CW10595;Leve;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200697CD00703;Leve;1;4;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200622GB41890;Leve;3;1;3;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
200701XH30627;Leve;2;2;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200922E900271;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200620K095402;Leve;2;1;1;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
200801CW12076;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200720E073403;Leve;2;1;4;Calzada;30;Luz_dia;Lluvioso;Humeda;No;Urbano
200705FF20784;Leve;3;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201350BB2G007;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200901TW60298;Leve;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201301PL60468;Leve;1;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200606A043934;Leve;1;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200622DA53836;Leve;1;1;5;Autovia;70;Luz_dia;Bueno;Seca;No;Rural
200914B089609;Leve;2;2;1;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200514C017605;Leve;1;1;1;Calzada;30;Oscuridad con luces encendidas;Nieve y ventoso;Seca;No;Urbano
20124100J0411;Leve;2;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201360P017610;Leve;2;2;1;Rotonda;30;Luz_dia;Ventoso;Seca;No;Urbano
200950JK2M005;Leve;2;1;2;Calzada;60;Oscuridad sin iluminacion;;Humeda;No;Rural
200750B41G451;Leve;2;1;5;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200542F015802;Leve;2;1;7;Autovia;70;Luz_dia;Bueno;Seca;No;Urbano
200750A31E179;Leve;3;1;2;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200814K293608;Leve;2;1;6;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
200550F41C740;Leve;3;2;7;Calzada;60;Luz_dia;Bueno;Humeda;No;Rural
200920H017302;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200605EE04801;Leve;2;1;5;Un solo sentido;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200843S119038;Leve;2;1;6;Autovia;70;Luz_dia;Bueno;Humeda;No;Rural
201101TW60260;Leve;2;1;7;Autovia;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2005555E05311;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200606B045493;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201101BS70653;Leve;2;1;3;Calzada;30;Oscuridad con luces encendidas;Nieve y ventoso;Humeda;No;Urbano
200645EL90851;Leve;1;1;3;Calzada;30;Luz_dia;Niebla;Seca;No;Rural
200901GD10740;Leve;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200732B002707;Leve;2;1;5;Calzada;40;Luz_dia;Bueno;Seca;No;Rural
200801GD74597;Leve;2;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
20093102A0574;Leve;2;2;2;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
20124100F0507;Leve;2;2;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200806P088576;Leve;3;1;4;Calzada;60;Oscuridad sin iluminacion;Bueno;Seca;No;Rural
200805BB26750;Leve;1;44444444;1;Autovia;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201214K229912;Leve;2;1;7;Autovia;30;Luz_dia;Bueno;Seca;No;Urbano
20074100C1029;Leve;2;1;2;Autovia;50;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200622FA85339;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200605AA10645;Leve;2;1;3;Autovia;40;Luz_dia;Lluvioso;Humeda;No;Rural
200643R113126;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200937G028442;Leve;2;1;7;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201301XD80579;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200563DP36605;Leve;1;1;6;Calzada;60;Oscuridad sin iluminacion;Lluvioso;Humeda;No;Rural
2014170S22394;Leve;3;1;5;Calzada;50;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201220N051802;Leve;2;1;3;Rotonda;30;Oscuridad con luces encendidas;Ventoso;Seca;No;Urbano
200763BC17907;Leve;1;1;4;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201101VW40425;Leve;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
2012160A04571;Leve;1;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200901MM70773;Leve;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201050EC2J045;Leve;2;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2008160A04200;Leve;2;1;6;Autovia;70;Oscuridad con luces encendidas;Bueno;Seca;No;Rural
201022C003567;Leve;1;1;6;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
200632D401806;Leve;1;1;1;Calzada;60;Luz_dia;Bueno;Hielo;No;Rural
200820D112703;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201201BS70390;Leve;1;1;1;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200843P337018;Leve;2;2;5;Rotonda;30;Luz_dia;Ventoso;Humeda;No;Urbano
200514C008305;Leve;5;1;2;Autovia;70;Luz_dia;Lluvioso;Humeda;No;Rural
2008160D00480;Leve;2;1;2;Rotonda;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200922E906848;Leve;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
20054100B0385;Leve;2;1;2;Rotonda;60;Luz_dia;Bueno;Seca;No;Rural
20063102D3250;Leve;1;1;5;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
201001RY10414;Leve;2;3;1;Autovia;50;Luz_dia;Lluvioso;Humeda;No;Urbano
200820M068602;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200597CB00306;Leve;1;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200737B029600;Leve;2;1;1;Calzada;30;Luz_dia;Ventoso;Humeda;No;Rural
201450DE2J010;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
2014404DA0067;Leve;2;1;4;Calzada;50;Luz_dia;Bueno;Humeda;No;Rural
201043W201030;Leve;2;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200745TA05964;Leve;1;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
200601RG40730;Leve;2;1;6;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
200801EO40563;Leve;2;1;3;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200720D202403;Leve;2;2;5;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200901JI40278;Leve;2;1;7;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
201101PL60814;Leve;2;1;4;Calzada;30;Luz_dia;Ventoso;Seca;No;Urbano
201201TX20777;Leve;2;1;2;Autovia;50;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200745WO00166;Leve;2;1;4;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
201443P084084;Leve;1;1;1;Calzada;60;Luz_dia;Lluvioso;Humeda;No;Rural
201342I122105;Leve;2;1;4;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
201306Q076743;Leve;2;1;2;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201250EC2H040;Leve;2;1;7;Calzada;30;Oscuridad con luces encendidas;Ventoso;Humeda;No;Urbano
201145RU67122;Leve;2;1;6;Rotonda;30;Luz_dia;Lluvioso;Humeda;No;Rural
200606A059794;Leve;3;1;7;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200601CW11092;Leve;1;1;6;Un solo sentido;30;Luz_dia;Bueno;Seca;No;Urbano
201443W216024;Leve;2;1;6;Calzada;30;Luz_dia;Bueno;Humeda;No;Urbano
201143N103071;Leve;2;1;7;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200601CW10622;Leve;2;1;5;Autovia;40;Luz_dia;Bueno;Seca;No;Urbano
201401PL60657;Leve;2;1;2;Calzada;30;Oscuridad con luces encendidas;Bueno;Humeda;No;Urbano
200601KF60192;Leve;3;1;1;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200520J078901;Leve;2;1;5;Rotonda;40;Luz_dia;Bueno;Seca;No;Urbano
20104100T1148;Leve;3;1;6;Autovia;70;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Rural
200601WW50603;Leve;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
200922E903121;Leve;2;1;3;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
200640D021740;Leve;3;1;4;Calzada;30;Luz_dia;Bueno;Seca;No;Rural
200843S174108;Leve;2;2;4;Autovia;60;Luz_dia;Bueno;Seca;No;Urbano
200534NN01972;Leve;2;2;6;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
200806A090781;Leve;2;2;6;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201032D118410;Leve;1;1;1;Calzada;60;Luz_dia;Bueno;Seca;No;Rural
201301BS70631;Leve;1;1;6;Calzada;30;0;Bueno;Seca;No;Urbano
200601XH30598;Leve;1;1;5;Calzada;30;Luz_dia;Bueno;Seca;No;Urbano
201101ZD30312;Leve;2;1;6;Rotonda;30;Luz_dia;Bueno;Seca;No;Urbano
2014131AS0043;Leve;2;1;3;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200620D079403;Leve;1;1;7;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;No;Urbano
200542J009503;Leve;2;1;4;Calzada;30;Luz_dia;Nieve;Humeda;No;Urbano
200834WD41328;Leve;2;4;7;Calzada;60;Oscuridad sin iluminacion;Lluvioso;Humeda;No;Rural
200901HT20127;Leve;2;1;4;Calzada;30;Oscuridad con luces encendidas;Bueno;Seca;Si;Urbano
200501QK00020;Leve;2;1;1;Calzada;30;Oscuridad con luces encendidas;Lluvioso;Humeda;No;Urbano
